manchu_word,trans_word,desc_word,dic_id,image_file_name,image_file_page_no
ᡵᠠᡴᠴᠠ,rakca,"〔名〕罗刹，又作 loca, lokca ：①佛教语，全名罗叉娑或阿落刹娑，最早在佛经上凡遇恶人恶事，皆以罗刹名之，遂成为恶鬼名。②清初俗称俄罗斯为罗刹，或罗叉、罗禅、罗察、老掐、老枪、老羌等。",6,1016-,1016-(1)
ᡵᠠᡴᠴᠠ ᡤᡠᡵᡠᠨ,rakca gurun,〈地〉罗刹国，昔指俄罗斯国。,6,1016-,1016-(2)
ᡵᡠᡯᡳ ᠰᡝᡵᡝ ᠰᡝᠩᡤᡝ ᠨᡳᠶᠠᠯᠮᠠᡳ ᠨᡳᡴᡝᠨᠵᡝᡵᡝ ᡥᠣᠯᠪᠣᡥᠣᠨ ᡳ ᠨᠣᠮᡠᠨ,rudzi sere sengge niyalmai nikenjere holbohon i nomun,〈书〉卢至长者因缘经。,6,1016-,1016-(3)
